LECROYWaveRunner„U,21892,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,15-Jun-2021 15:24:40,0                 
Time,Ampl
-9.488417e-08,-0.000175127
-9.478417e-08,-0.00015048
-9.468417e-08,-0.000312635
-9.458417e-08,-0.000230909
-9.448417e-08,0.000171236
-9.438417e-08,0.000220531
-9.428417e-08,0.000264637
-9.418417e-08,0.000524085
-9.408417e-08,0.000380091
-9.398417e-08,-5.18896e-06
-9.388417e-08,-4.92951e-05
-9.378417e-08,0.000172533
-9.368417e-08,0.000193289
-9.358417e-08,0.000282798
-9.348417e-08,0.000380091
-9.338417e-08,0.00017383
-9.328417e-08,0.00012713
-9.318417e-08,0.000329499
-9.308417e-08,0.000502032
-9.298417e-08,0.000516302
-9.288417e-08,0.000483871
-9.278417e-08,0.000503329
-9.268417e-08,0.000635648
-9.258417e-08,0.000701807
-9.248417e-08,0.000368416
-9.238417e-08,-2.07558e-05
-9.228417e-08,-0.00017383
-9.218417e-08,-3.762e-05
-9.208417e-08,4.79979e-05
-9.198417e-08,-0.000299663
-9.188417e-08,-0.000407333
-9.178417e-08,0.00012713
-9.168417e-08,0.00013621
-9.158417e-08,-0.000242584
-9.148417e-08,-2.98365e-05
-9.138417e-08,6.22675e-05
-9.128417e-08,-3.63227e-05
-9.118417e-08,1.03779e-05
-9.108417e-08,2.59448e-06
-9.098417e-08,-0.000142696
-9.088417e-08,-0.000203667
-9.078417e-08,-0.000284096
-9.068417e-08,-0.0003762
-9.058417e-08,9.85903e-05
-9.048417e-08,0.0004229
-9.038417e-08,0.000168641
-9.028417e-08,0.000120643
-9.018417e-08,0.000473493
-9.008417e-08,0.000704401
-8.998417e-08,0.000524085
-8.988417e-08,0.000172533
-8.978417e-08,-0.000162155
-8.968417e-08,-0.000487762
-8.958417e-08,-0.000684943
-8.948417e-08,-0.000396956
-8.938417e-08,3.50255e-05
-8.928417e-08,-0.000105076
-8.918417e-08,-0.000374902
-8.908417e-08,-6.09703e-05
-8.898417e-08,9.46985e-05
-8.888417e-08,-5.05924e-05
-8.878417e-08,1.03779e-05
-8.868417e-08,-0.000131021
-8.858417e-08,-0.000214045
-8.848417e-08,-0.000278907
-8.838417e-08,-0.000238692
-8.828417e-08,0.000167344
-8.818417e-08,0.000363227
-8.808417e-08,0.000468304
-8.798417e-08,0.000394361
-8.788417e-08,0.000276312
-8.778417e-08,0.000354147
-8.768417e-08,0.000193289
-8.758417e-08,0.000120643
-8.748417e-08,0.000190694
-8.738417e-08,0.000159561
-8.728417e-08,2.59448e-05
-8.718417e-08,-0.000312635
-8.708417e-08,-0.000393064
-8.698417e-08,-0.000155669
-8.688417e-08,-0.00013621
-8.678417e-08,-0.0001881
-8.668417e-08,-1.94586e-05
-8.658417e-08,4.02144e-05
-8.648417e-08,-2.33503e-05
-8.638417e-08,5.18896e-06
-8.628417e-08,-0.00013621
-8.618417e-08,-7.13482e-05
-8.608417e-08,0.000199775
-8.598417e-08,-9.46985e-05
-8.588417e-08,-0.000265934
-8.578417e-08,0.000160858
-8.568417e-08,0.000511113
-8.558417e-08,0.000805586
-8.548417e-08,0.000608406
-8.538417e-08,0.000111563
-8.528417e-08,-3.89172e-06
-8.518417e-08,-0.000141399
-8.508417e-08,-0.000203667
-8.498417e-08,-7.78344e-06
-8.488417e-08,0.000172533
-8.478417e-08,0.000184208
-8.468417e-08,1.42696e-05
-8.458417e-08,-0.000172533
-8.448417e-08,-0.000185505
-8.438417e-08,-0.00015048
-8.428417e-08,-0.00031004
-8.418417e-08,-0.000372308
-8.408417e-08,-0.00031004
-8.398417e-08,-0.000198478
-8.388417e-08,9.08068e-06
-8.378417e-08,-0.000114157
-8.368417e-08,5.18896e-05
-8.358417e-08,0.00055003
-8.348417e-08,0.000533166
-8.338417e-08,0.000321716
-8.328417e-08,0.00031004
-8.318417e-08,0.000348958
-8.308417e-08,0.0001881
-8.298417e-08,0.000125832
-8.288417e-08,0.0001881
-8.278417e-08,0.000160858
-8.268417e-08,0.00030096
-8.258417e-08,9.98875e-05
-8.248417e-08,-0.000516302
-8.238417e-08,-0.000297068
-8.228417e-08,0.000107671
-8.218417e-08,-0.000159561
-8.208417e-08,-0.000219234
-8.198417e-08,-0.000129724
