LECROYWaveRunner„U,21892,Histogram
Segments,1,SegmentSize,500
Segment,TrigTime,TimeSinceSegment1
#1,15-Jun-2021 12:36:08,0                 
Time,Ampl
-4.64e-10,1
-4.6e-10,0
-4.56e-10,2
-4.52e-10,1
-4.48e-10,3
-4.44e-10,2
-4.4e-10,0
-4.36e-10,0
-4.32e-10,1
-4.28e-10,0
-4.24e-10,2
-4.2e-10,1
-4.16e-10,1
-4.12e-10,0
-4.08e-10,1
-4.04e-10,0
-4e-10,0
-3.96e-10,1
-3.92e-10,1
-3.88e-10,0
-3.84e-10,1
-3.8e-10,4
-3.76e-10,0
-3.72e-10,1
-3.68e-10,2
-3.64e-10,2
-3.6e-10,2
-3.56e-10,3
-3.52e-10,1
-3.48e-10,4
-3.44e-10,2
-3.4e-10,8
-3.36e-10,4
-3.32e-10,1
-3.28e-10,3
-3.24e-10,2
-3.2e-10,3
-3.16e-10,1
-3.12e-10,3
-3.08e-10,1
-3.04e-10,3
-3e-10,4
-2.96e-10,3
-2.92e-10,5
-2.88e-10,4
-2.84e-10,5
-2.8e-10,2
-2.76e-10,6
-2.72e-10,8
-2.68e-10,7
-2.64e-10,4
-2.6e-10,4
-2.56e-10,8
-2.52e-10,8
-2.48e-10,5
-2.44e-10,8
-2.4e-10,2
-2.36e-10,8
-2.32e-10,7
-2.28e-10,8
-2.24e-10,5
-2.2e-10,11
-2.16e-10,15
-2.12e-10,14
-2.08e-10,13
-2.04e-10,19
-2e-10,14
-1.96e-10,13
-1.92e-10,22
-1.88e-10,23
-1.84e-10,22
-1.8e-10,25
-1.76e-10,26
-1.72e-10,39
-1.68e-10,34
-1.64e-10,39
-1.6e-10,33
-1.56e-10,45
-1.52e-10,52
-1.48e-10,45
-1.44e-10,40
-1.4e-10,43
-1.36e-10,66
-1.32e-10,54
-1.28e-10,57
-1.24e-10,57
-1.2e-10,56
-1.16e-10,53
-1.12e-10,53
-1.08e-10,39
-1.04e-10,37
-1e-10,28
-9.6e-11,27
-9.2e-11,39
-8.8e-11,24
-8.4e-11,21
-8e-11,23
-7.6e-11,10
-7.2e-11,12
-6.8e-11,4
-6.4e-11,3
-6e-11,1
-5.6e-11,1
-5.2e-11,2
-4.8e-11,1
-4.4e-11,1
-4e-11,1
-3.6e-11,0
-3.2e-11,0
-2.8e-11,1
-2.4e-11,1
-2e-11,0
-1.6e-11,0
-1.2e-11,2
-8e-12,2
-4e-12,7
-5.065e-24,10
4e-12,3
8e-12,0
1.2e-11,0
1.6e-11,0
2e-11,0
2.4e-11,0
2.8e-11,0
3.2e-11,0
3.6e-11,0
4e-11,0
4.4e-11,0
4.8e-11,0
5.2e-11,0
5.6e-11,0
6e-11,0
6.4e-11,0
6.8e-11,0
7.2e-11,0
7.6e-11,0
8e-11,0
8.4e-11,0
8.8e-11,0
9.2e-11,0
9.6e-11,0
1e-10,0
1.04e-10,0
1.08e-10,0
1.12e-10,0
1.16e-10,0
1.2e-10,0
1.24e-10,0
1.28e-10,0
1.32e-10,0
1.36e-10,0
1.4e-10,0
1.44e-10,0
1.48e-10,0
1.52e-10,0
1.56e-10,0
1.6e-10,0
1.64e-10,0
1.68e-10,0
1.72e-10,0
1.76e-10,0
1.8e-10,0
1.84e-10,0
1.88e-10,0
1.92e-10,0
1.96e-10,0
