# Test with the laser directly connected 
# Case Number	refPMT Amp.	Amp.Error	testPMT Amp	Amp. Error
case_2_0	3.23922e-12   2.16999e-16	-1.74200e-12   5.01062e-16
case_2_1	6.45224e-12   2.62634e-16	4.23103e-12   6.10040e-16
case_2_2	1.86993e-12   3.27431e-16	6.48856e-13   9.90761e-16
case_2_3	1.25718e-12   3.23847e-16	-1.58760e-12   4.78963e-16
case_3_0	4.69575e-12   3.20058e-16	-4.53942e-12   9.91738e-16
case_3_1	4.81340e-12   2.02420e-16	3.29782e-13   4.63499e-16
case_3_2	3.52565e-12   5.23110e-16	-3.62369e-12   8.59177e-16
case_3_3	6.86670e-12   4.98963e-16	-4.29378e-12   8.51767e-16
