# Test with the laser directly connected 
# Case Number	refPMT Amp.	Amp.Error	testPMT Amp	Amp. Error
case_2_0	1.22628e-02   	4.77229e-05	6.30683e-03   1.65538e-07
case_2_1	1.20800e-02   	1.03122e-07	2.49853e-03   1.40129e-07
case_2_2	1.09107e-02   	4.86779e-08	2.90439e-02   9.02483e-07
case_2_3	1.05929e-02   	4.14702e-08 	9.38946e-03   1.85742e-07
case_3_0	1.21057e-02   	6.56504e-08	3.81716e-02   2.27617e-06
case_3_1	1.11094e-02   	3.13601e-08	4.37260e-03   4.17137e-08
case_3_2	1.11758e-02   	7.62404e-08	6.90085e-03   1.93036e-07
case_3_3	1.11755e-02   	7.89609e-08	6.62579e-03   1.96469e-07
